song_number,code,lyrics
10,8182,"Eh-eh-eh
Eh-eh-eh-eh-eh-eh
Eh-eh-eh-XCX Charli
Mhmm, I keep it sticky-icky like lipgloss
Mhmm, I keep it sticky-icky like lipgloss
Mhmm, I keep it sticky-icky like lipgloss
Yeah, you know I'm sugary sweet
Baby boy, gon' rot your teeth like what
(Drip, drip, so slick, that's my lipgloss)
Mhmm, I keep it sticky-icky like lipgloss
(Drip, drip, so slick, that's my lipgloss)
Mhmm, I keep it sticky-icky like lipgloss
(Drip, drip, so slick, that's my lipgloss)
Mhmm, I keep it sticky-icky like lipgloss
Yeah, you know I'm sugary sweet
Baby boy, gon' rot your teeth like what
When we have sex, f-fuck me like you obsessed
Servin' you pussy for your lunch, so let me wear a hairnet (Ah)
Freaky lil' bitch when I'm out with Charli
Yeah, we keep more eyes on us than the show iCarly (We do)
Bad bitch, make the way you can't get over me
Yo' ass a pussy, I'm above it like a ovary (Bad bitch)
I'm talkin' everyday, you gon' wanna hit on this
So sticky, Winnie The Pooh ain't got shit on this (Nope)
Come get you a sample, lick between the camel
Pussy taste sweet 'cause I ate my pineapple (Whoop)
Light a couple candles, prove you could handle
Pussy gooey like yolk before the egg scrambled (Mm)
Never trust a man who wear briefs (Briefs)
'Cause he gon' wanna fuck and keep it brief (Brief)
Call again when you need somethin' to eat (Eat)
So I could open my legs, bon appétit, let's get it
You might also like
Babygirl

Spider-Man Dick
​
3AM (Pull Up)

Mhmm, I keep it sticky-icky like lipgloss
Mhmm, I keep it sticky-icky like lipgloss
Mhmm, I keep it sticky-icky like lipgloss
Yeah, you know I'm sugary sweet
Baby boy, gon' rot your teeth like what
(Drip, drip, so slick, that's my lipgloss)
Mhmm, I keep it sticky-icky like lipgloss
(Drip, drip, so slick, that's my lipgloss)
Mhmm, I keep it sticky-icky like lipgloss
(Drip, drip, so slick, that's my lipgloss)
Mhmm, I keep it sticky-icky like lipgloss
Yeah, you know I'm sugary sweet
Baby boy, gon' rot your teeth like what
More flavor than Flavor Flav, my pussy is very brave
Give head like a genius, you could grade it the letter A (Yeah)
Been fuckin' since yesterday, still 'bout to escalate
Do jumpin' jacks on that dick, I don't get tired like Kevin Gates (Mm)
Go ahead, wash your face, got it sticky like paste
Hand-cuffed, wearin' lace, yeah, that's how I catch a case (Ah, ah)
Want another taste, you can meet me at Chase (Chase)
Or catch me outside, I ain't comin' to your place
**** eatin' all these sweets, fuck around and get a cavity
Used to call you Daddy, but now I call you my majesty
Hittin' me from the back, but not talkin' 'bout a battery
Let's bring a hundred girls to the room, what's your capacity?
**** eatin' all these sweets, fuck around and get a cavity
Used to call you Daddy, but now I call you my majesty
Hittin' me from the back, but not talkin' 'bout a battery
Let's bring a hundred girls to the room, what's your capacity?
Oh, damn (Oh, damn)
That flavour, flavour so good (Hey!)
Oh, damn (Oh, damn)
That flavour, flavour so good (Hey!)
Oh, damn (Oh, damn)
That flavour, flavour so good (Hey!)
Oh, damn (Oh, damn)
That flavour, flavour so good (Yeah!)
(Bring a hundred girls to the room...)
Oh, damn (Oh, damn)
That flavour, flavour so good (Hey!)
(Bring a hundred girls to the room...)
Oh, damn (Oh, damn)
That flavour, flavour so good (Hey!)
(Bring a hundred girls to the room...)
Oh, damn (Oh, damn)
That flavour, flavour so good (Hey!)
(Bring a hundred girls to the room...)
Oh, damn (Oh, damn)
That flavour, flavour so good (Yeah!)
Mhmm, I keep it sticky-icky like lipgloss
(Oh, damn, oh, damn, that flavor, flavor so good, hey)
(Bring a hundred girls to the room...)
(Drip, drip, so slick, that's my lipgloss...)
Mhmm, I keep it sticky-icky like lipgloss
(Oh, damn, oh, damn, that flavor, flavor so good, hey)
(Bring a hundred girls to the room...)
(Drip, drip, so slick, that's my lipgloss...)
Mhmm, I keep it sticky-icky like lipgloss
(Oh, damn, oh, damn, that flavor, flavor so good, hey)
(Bring a hundred girls to the room...)
(Drip, drip, so slick, that's my lipgloss...)
(Bring a hundred girls to the room...)
Yeah, you know I'm sugary sweet
Baby boy, gon' rot your teeth like what
It's Charli (Charli)
It's Charli, baby (Ah)
(Drip, drip, so slick, that's my lipgloss)
Hey, yeah
(Drip, drip, so slick, that's my lipgloss)
 (Bad, bitch)
It's Charli (Charli)
(Drip, drip, so slick, that's my lipgloss)
It's Charli, baby
It's Charli, baby
(Drip, drip, so slick, that's my lipgloss)
Hey, 
(Drip, drip, so slick, that's my lipgloss)
It's Charli
(Drip, drip, so slick, that's my lipgloss)
It's Charli, it's Charli
It's Charli (Eh-eh-XCX)
It's Charli, baby"
1,2945,"I can't escape all the voices, and so, I turn it up
I go to parties with strangers, so I can figure it out
Run through a city at midnight to feel like a star
I want it all, even if it's fake
Breakin' your heart, split it in half
Told you it all (Told you it all)
Year and a half, are we in love?
I'll never know (I'll never know)
I know I'm wrong, what a mistake
I'll never change (I'll never change)
I can't escape all the voices, and so, I turn it up
In the backseat
Your song, so loud
Drivin' so fast
I'm better off alone
All alone, all alone, all alone
All alone, all alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
You might also like
A&W

Did you know that there’s a tunnel under Ocean Blvd

Lucky

I'm wide awake, lyin' next to him, and feel it all
I got a thirst for distraction that I can't take back
My fingers run through his hair
I'm grippin' at regrets
I put my mouth on his lips to taste
Breakin' your heart, split it in half
Told you it all (Told you it all)
Year and a half, are we in love?
I'll never know (I'll never know)
All that went wrong, what a mistake
I'll never change (I'll never change)
I can't escape all the voices, and so I turn it up
In the backseat
Your song, so loud
Drivin' so fast
I'm better off alone
All alone, all alone, all alone
All alone, all alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone
All alone, all alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
'Wake lyin' next
I'm wide awake lyin' next
I'm wide awake lyin' next
I'm wide awake lyin' next
Take back, I gotta take back
I gotta take back, I gotta take back, I gotta
(In the)
My fingers run through his hair
My fingers run through his hair
(You're so)
My fingers run through his hair
My fingers run through his hair
(Drivin') In the (in the)
I gotta take back
All alone, all alone, all alone
All alone, all alone, all alone
All alone, all alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone, all alone
All alone, all alone, all alone
It's Charli, baby
It's Charli, baby"
2,1209,"Eh-eh-X-C-X
Glitter in my sheets
Dancin' on, no sleep
I don't learn, wanna burn, wanna turn all the way up, yeah
I don't learn, wanna burn in the dirt 'til I'm out of luck, yeah
Pills and potions and terrible things
Heart on the floor when the telephone rings
All of the lies, I just wanna believe
Drop all my morals, I just wanna sin
I'm out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my
Out of my head
Please, get out of my, out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my head
Out of my head, out of my head
Need you, need you, need you out
Need you, need you, need you out
You might also like
Femmebot

I Got It

Blame It on Your Love

Party with my tears
Swayin' with my fears, yeah, yeah, yeah, yeah
Let 'em dry, get me high, I'll get by if I'm gettin' love, yeah
Let 'em dry, get me high, I get by with a little love
Now give me
Pills and potions and terrible things
Heart on the floor when the telephone rings
All of the lies, I just wanna believe
Drop all my morals, I just wanna sin
I'm out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my
Out of my head
Please, get out of my, out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my
Out of my head, out of my head
I'm out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my— (Head)
Out of my head
Please, get out of my, out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my— (Head)
Out of my head, out of my head
(I'm out of my, out of my)
You got me doin' all this stupid shit
You fuck me up like this
Secretly, I'm into it though
You got me doin' all this stupid shit
You fuck me up like this
Secretly, I'm kinda into it though
(You fuck me up like this)
You got me doin' all this stupid shit
You fuck me up like this
Secretly, I'm into it though
Got me doin' all this stupid shit
You fuck me up like this
Secretly, I'm kind of into it
I'm out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my head
Out of my head, out of my head
I'm out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my— (Head)
Out of my head
Please, get out of my, out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my head
Out of my head, out of my head
Need you, need you, need you out
I'm out of my, out of my head
Need you, need you, need you out
I'm out of my, out of my head
Out of my head
Please, get out of my, out of my, out of my head
Out of my head, out of my head
Please, get out of my, out of my, out of my head
Out of my head, out of my head"
3,7297,"Baby, you're so lu-lu-lu-lucky
Baby, you're so lu-lu-lu-lucky
You get away with it all
Baby, you're so lu-lu-lu-lucky
And even though you g-g-g-got me
You still want it all
So, can I ask you a question?
Do you ever feel guilt for what you done?
Call you, you got no reception
You're breakin' up
Tell you I believe you, but I don't
And baby, you're so lu-lu-lu-lucky
And baby, you're so lu-lu-lu-lucky
You get away with it all
Baby, you're so lu-lu-lu-lucky
And even though you g-g-g-got me
You still want it all
So, can I ask you a question?
Do you ever feel guilt for what you done?
Call you, you got no reception
You're breakin' up
Tell you I believe you, but I don't
You might also like
Femmebot

Next Level Charli

​forever

And baby, you're so lu-lu-lu-lucky
But did you ever l-l-l-love me?
You're just way too numb (Numb), mmm, mmm
And baby, you're so lu-lu-lu-lucky
I know you never l-l-l-loved me
And I knew all along
All along
All along
All along
Ooh
Knew it all along
Knew it all along
Knew it all along"
4,2352,"See through my eyes
Right down to where I fall apart
Wish me luck, wish me luck
Drive through the night
Head on your shoulder
But I miss you so much
So, so much
Say my name, so nervously now
Kiss in the hallway, fade out
Tears are rollin' down my face, tears are rollin' down my face
Tears are rollin' down my face, now you gotta go, go, go
Try to hide the lies when we touch
Burn in the sheets with no love
Tears are rollin' down my face, tears are rollin' down my face
Tears are rollin' down my face, now you gotta go, go, go
Used to be 5 star, yeah
Golden, golden
When I had nothing, you gave me silhouette dreams and
We made them real, somethin' like freedom
I killed the lights, went crazy
Throwin' all the china all around the kitchen
I kicked the ladder under you
Playin' dumb, shut tight, that ain't love, no
That ain't love
You might also like
Special
SZA
Forgiveless
SZA
A Nonsense Christmas
Sabrina Carpenter
Say my name, so nervously now
Kiss in the hallway, fade out
Tears are rollin' down my face, tears are rollin' down my face
Tears are rollin' down my face, now you gotta go, go, go
I tried to hide the lies when we touch
Burn in the sheets with no love
Tears are rollin' down my face, tears are rollin' down my face
Tears are rollin' down my face, now you gotta go, go, go
Tears are rollin' down my face, holdin' on until we break
Now we're in a different place
(Now we're in a different place, tears are rollin' down my face)
I can feel my body ache, tears are rollin' down my face
Now you gotta go, go, go, go
Tears are rollin' down my face, holdin' on until we break
Now we're in a different place
(Now we're in a different place, tears are rollin' down my face)
I can feel my body ache, tears are rollin' down my face
Now you gotta go, go, go, go
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah, yeah
Tears are rollin' down my face
Now you gotta go, go (Now we're in a different place)
Say my name, so nervously now
Kiss in the hallway, fade out (Kiss, fade out)
Tears are rollin' down my face, tears are rollin' down my face
Tears are rollin' down my face, now you gotta go, go, go
Try to hide the lies when we touch
Burn in the sheets with no love (No love)
Tears are rollin' down my face, tears are rollin' down my face (Face)
Tears are rollin' down my face, now you gotta go, go, go
Say my name and
Fade out
Down my face
Go, go
Tried to hide the lies when we touch
Burn in the sheets with no love
Tears are rollin' down my face, tears are rollin' down my face
Lies when
Tears are rollin' down my face, now you gotta go, go, go"
5,8915,"Brooke Candy, fag mob

Pabllo Vittar
Miss , uh
Big tits, double D's
No silicone and no saline
Jealous of me
Envious hoes in their all-green
Hater disease
Bitches, so sick of 'em, Dramamine
Bad Brooke Candy
If you ain't mad, well, you 'bout to be
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, (Got it) yeah (Got it)
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, (Got it) yeah (Got it)
You might also like
Tears

Out of My Head

Deepthroat
​
Ten stacks, ten keys
Swimmin' pools, goin' real deep
L.A., A. G. (A. G.!)
Studio with the real beats
So raw, sushi
Crashed your daddy's Lamborghini
Charli, baby
Pull up, pull up to the party
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, yeah
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, yeah
(Miss  is on this track
Have you heard her? Have you seen her?)
Got a couple of bitches that want my attention
They actin' real vicious, but I'm not offended
They lurkin' like witnesses, money I'm gettin'
Could drop an ice tray and I still won't be slippin'
(Got) Another check comin' in
(Got) A couple checks I ain't spend
(Got) Fat pockets, need a gym
(I) Made it possible like Kim
Today, I got great times
Square it out like FaceTime
Yellow tape around the body
But not measurin' waistlines (Hoo, hoo, hoo, hoo!)
Zero fucks, the amount (What?)
Zero bucks in your account (You broke!)
So many offers on the table (What?)
A bitch gotta eat on the couch
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it, I got it, I got it
(Ch-Ch-Ch-Charli...)
I got it, I got it, I got it, yeah
(Xis Cê Xis...)
I got it, I got it, I got it, I got it, I got it, I got it
(Brooke Candy...)
I got it, I got it, I got it, I got it, I got it, I got it
(...)
I got it, I got it, I got it, I got it, I got it, I got it
(Pabllo Vittar...)
I got it, I got it, I got it, yeah
Controlo qualquer um com a minha bruxaria
Minha bunda é mais forte que feitiçaria
Encanta, magia, atiça, vicia
Consigo o que eu quero se rebolo assim
Não existe ninguém aqui igual a mim, não, não
Todos querem sim (Todos querem sim)
Me chamam de queen (Me chamam de queen)
Todos querem sim (Todos querem sim, eu sei)
Me chamam de queen
Todos querem sim, me chamam de queen
Todos querem sim, me chamam de queen
(Todos querem sim)
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got- yeah
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got it, I got it
I got it, I got it, I got-"
6,6480,"I'll be your femmebot
I'll be your...
Go fuck your prototype
I'm an upgrade of your stereotype
Don't come with a guarantee
I'll use you up like you're my battery
I feel the sparks between us
Electric shock
Hot-wired, if you mess it up
I'll self-destruct
The way you look at me
I-I-I short circuit
You make me lose control
It's automatic
You push my buttons
See-e-e-e how I work it
I-I-I-I get what I want
Like it or not
You might also like
Lucky

Delicious

Next Level Charli

I'll be your femmebot
I'll be your femmebot
I'll be your femmebot
I-I get what I want
Like it or not
I got you hypnotized (Hypnotized)
I read your thoughts when you look in my eyes
You're just my human toy (Human toy)
And I am programmed to search and destroy
I feel the sparks between us
Electric shock
Hot-wired, if you F it up (Five, four, three)
I'll self-destruct (Two, one)
The way you look at me
I-I-I short circuit
You make me lose control
It's automatic
You push my buttons
See-e-e-e how I work it
I-I-I-I get what I want
Like it or not
The way you look at me
I-I-I short circuit
You make me lose control
It's automatic
You push my buttons
See-e-e-e how I work it
I-I-I-I get what I want
Like it or not
I'll be your femmebot
I'll be your femmebot
I'll be your femmebot
I-I get what I want
Like it or not
Ghost in a shell
I'm a beast in the sheets
I'm a neutron bomb-bomb, blowin' the beat
Gonna spray that raygun and fall to his knees
I'm a lightnin' rod, I'ma bite that bod
Do you want a femmebot or do you want a ho-bot?
Slut-bot, fuck no, systems down
Boy, I'll clone you, boy, I'll swerve you
Glitch your mainframe, now I own you
Ex Machina-na-na, you can't win
I'm A.I. fly, I am that bitch
Is your love for real though?
I'm Trinity, you're Neo
I'm bionic, not ironic
Super Saiyan, supersonic
Hard drive crash, you don't remember
Charli bit yo wittle finga
I'll be your femmebot
Girl, I'll be your femmebot, can never turn me off
I'll be, I'll be your femme-
The way you look at me
I-I-I short circuit
You make me lose control
It's automatic
You push my buttons
See-e-e-e how I work it
I-I-I-I get what I want
Like it or not
I'll be your femmebot
I'll be your femmebot
I'll be your femmebot
I-I get what I want
Like it or not"
7,6411,"E-e-e-e-X-C-X
Это очень вкусно!
Charli, Cash
Cash, cash, cash, cash, cash
I always think about you when I'm high
I wanna hear you whisper on the telephone, yeah
You call me up, and then I'm satisfied
I touch myself, and then I'm not alone no more
I always think about you when I'm high
I wanna hear you whisper on the telephone, yeah
You call me up, and then I'm satisfied
Do somethin' special to me
Wanna take your picture
You're so delicious
Gimme icy vision
The head so clever
Can you keep me with ya?
Gotta touch your treasure
Icy like November
That vicious kingdom
Wanna take your picture
You're so delicious
Like the architecture
I won't forget you
Got me in the bathroom
Got me in the mirror
Puttin' on the pressure
(E-e-X-C-X)
You might also like
Out of My Head

Porsche

I Got It

I always think about you when I'm high
I wanna hear you whisper on the telephone, yeah
You call me up, and then I'm satisfied
I touch myself, and then I'm not alone no more
I always think about you when I'm high
I wanna hear you whisper on the telephone, yeah
You call me up, and then I'm satisfied
Do somethin' special to me
Oh!
There's no Wi-Fi in forest, I found a better connection (Connect)
No mirrors nearby, but I see a better reflection
I was fucked by the nature, we didn't use protection
Made a lot of trees, they are now in a book section
No cameras, no lights, but a lot of action (Flash)
Yeah, summer turnin' winter, c'mon, little mama Jackson (Woo, woo)
Flow like water (Swim, swim)
No Beats by Dre, but beats by your father (Delicious, you're delicious, man)
I always think about you when I'm high, yeah, yeah
I wanna hear you whisper on the telephone, yeah, yeah
You call me up, then I'm satisfied, yeah, yeah
I touch myself then I'm not alone, yeah
I always think about you when I'm high, high, high, high
I wanna hear you whisper on the telephone, yeah
You call me up, then I'm satis-satisfied, yeah, ye-
*Boom clap, the sound of my heart*
— Алё?
Tell it to me, do it straightforward
Wind it up and then we fast-forward
Tinted windows in the Range Rover
Drive it in like you're the best chauffeur
Switch it up, bipolar
Colorado, how you take over
Got an angel, got me real closer
Running it just like a halo, yeah
Never let me go, never let me go, no
Want a little more
When it rains, it pours, yeah
I'ma care for you
Wind it up and then we fast-forward
Leave a message, hit record on ya
Yeah
I always think about you when I'm high (When I'm high)
I wanna hear you whisper on the telephone, yeah (Tele-tele)
You call me up, and then I'm satisfied
I touch myself and then I'm not alone no more (No more)
I always think about you when I'm high (When I'm high)
I wanna hear you whisper on the telephone, yeah
You call me up, and then I'm satisfied
Сука, почему ты мне не звонишь, нахуй? Почему ты мне не звонишь, а?
I touch myself and then I'm not alone no more
I always think about you when I'm high (When I'm high)
I wanna hear you whisper on the telephone, yeah
You call me up, and then I'm satisfied
I touch myself and then I'm not alone no more
I always think about you when I'm high
(Touch, touch, touch, touch)
I wanna hear you whisper on the telephone, yeah
(Touch, touch, touch myself, touch)
You call me up, and then I'm satisfied
(Touch, touch, touch, touch)
Do somethin' special to me
Delicious featuring Tommy
Delicious featuring Tommy
Delicious"
8,6908,"Lock it, lock it, lock-lock it
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it
(Beautiful)
Rollercoaster ride in the fast lane
Got the roof down, kiss me hard in the rain
You got the candy-colored eyes, pink and gold chain
Million dollar babe, whip it out like I'm propane
You're on my mind
I'm feelin' kinda nervous but I like it
Take my T-shirt off and do it right
You're on my mind
The feelin', like an astronaut
Watchin' the world all alone, just you and I (You and I)
(Beautiful)
Rollercoaster ride in the fast lane
Got the roof down, kiss me hard in the pourin' rain
Yeah, I can see it in your eyes, know you feel the same
Million dollar babe, trippin' on it like propane
(Beautiful)
You might also like
Jaded

Rose Colored Lenses

A&W

Lock it, lock it, lock-lock it
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it
Got the key, can you unlock it?
Lock it, lock it, lock-lock it
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it
Got the key, can you unlock it?
Caught in a lip lock, when we pit stop
Cosmic kiss, tastes like cherry maraschino
Ride, passenger seat, tropical heat
Eyes so red, you could be my Valentino, yeah (Woo-ah!)
If you want my heart, then don't you drop it
(Want my heart, then don't you drop it)
I'm right here, right in your pocket
(I'm right here, right in your pocket)
Pull it, cock it, never stop it
(Never stop it)
If you want my love (My love!), try to unlock it
Rollercoaster ride in the fast lane
Got the roof down, kiss me hard in the pourin' rain
Yeah, I can see it in your eyes, know you feel the same
Million dollar babe, trippin' on it like propane
(Beautiful)
Unlock the swag, Rae Sremmurd
Make you hit them high notes, like you a tenor
Tell the big appetite, girl, you my dinner
I know they could do you, but I could do it better
Bring me out to London, yeah (U.K.)
I can show you somethin', yeah (Somethin')
Unlock your clothes off your body
Give you lovin', yeah (Let's get it)
'Cause that's how we do (That's how we do)
You wantin' me too (Wantin' me too)
Your top be see-through, ooh (Top be see-through)
I like the preview (Like the preview)
We not there yet, girl, but we on the way (Way, way)
We on the surfboard, yeah, we ridin' waves (Waves, waves)
Let's get it going, girl, let's ándale (Ándale)
Let's ándale (Ándale), sip this champagne (Ah)
Lock it, lock it, lock-lock it
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it
Got the key, can you unlock it?
Lock it, lock it, lock-lock it
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it
Got the key, can you unlock it?
Lock it, lock it, lock-lock it (Unlock it)
Lock it, lock it, unlock it (Unlock it)
Lock it, lock it, lock-lock it (Unlock it)
Got the key, can you unlock it? (Unlock it)
Lock it, lock it, lock-lock it (Unlock it)
Lock it, lock it, unlock it (Unlock it)
Lock it, lock it, lock-lock it (Unlock it)
Got the key, can you unlock it? (Unlock it)
Lock it, lock it, lock-lock it (If you want my heart, then don't you drop it)
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it (I'm right here, right in your pocket)
Got the key, can you unlock it?
Lock it, lock it, lock-lock it (If you want my heart, then don't you drop it)
Lock it, lock it, unlock it
Lock it, lock it, lock-lock it (I'm right here, right in your pocket)
Got the key, can you unlock it?
Woo-ah!
(Beautiful)
Propane, propane
Propane, propane
Propane, propane
Propane, propane
(Eh-eh-XCX, Charli)
Kiss me hard, kiss me hard
Kiss me hard, kiss me hard
Propane, propane
Propane, propane
Kiss me hard, kiss me hard
Unlock it, unlock it
Unlock it, unlock it
Unlock it, unlock it
Unlock it, uh
Lock it, lock it, lock it, lock it
Lock, unlock it
Lock it, lock it, lock it, lock it
Lock, unlock it
Lock it, lock it, lock it, lock it
Lock it, lock it
Unlock it, unlock it, lock it
Woo-ah!
Got the key, can you unlock it?"
9,5057,"I've been fantasizin' 'bout a Porsche
Get that dough-oh-oh-oh
I've been kneadin', kneadin' 'til I'm sore
'Til it grow-oh-oh-oh (Eh-eh-X-C-X)
I've been runnin' 'round now for so long
Yeah, it seems that
Every day and everywhere I go
Yeah, I see ya
Baby, I just gotta let you know
I made dough-oh-oh-oh
Take back all your love 'cause
Fake words ain't enough, no
I gave it all, so emotional
But you only care how your money talks
One rose layin' on your grave 'cause
You pushed everyone away but
My mausoleum, pretty like Versailles
Man, I played it out 'bout a thousand times, yeah
You won't hear my teardrops when they're fallin'
Engine drownin' out the sound, you hear me comin'
Went and got it all, just to prove you wrong
Yeah, you spent my love, didn't spend my money
You might also like
Out of My Head

Gone
 & Christine and the Queens
Next Level Charli

'Cause I've been fantasizin' 'bout a Porsche
Get that dough-oh-oh-oh
I've been kneadin', kneadin' 'til I'm sore
'Til it grow-oh-oh-oh
I've been runnin' 'round now for so long
Yeah, it seems that
Every day and everywhere I go
Yeah, I see ya
Baby, I just gotta let you know
I made dough-oh-oh-oh
Take back all your love 'cause
Fake words, they don't count, no
Yeah, I know your game
And you played it right
Wish you knew before but my love is blind
One rose layin' on your grave 'cause
You pushed everyone away, oh
Tell your new lover to enjoy the ride
Pop the Chardonnay, kiss her lips goodbye, yeah
You won't hear my teardrops when they're fallin'
Engine drownin' out the sound, you hear me comin'
Went and got it all, just to prove you wrong
Yeah, you spent my love, oh
Didn't spend my money, babe
'Cause I've been fantasizin' 'bout a Porsche (I've been fantasizin')
Get that dough-oh-oh-oh (Oh-whoa-whoa, dough)
I've been kneadin', kneadin' 'til I'm sore ('Til I'm sore)
'Til it grow-oh-oh-oh ('Til it grow)
I've been runnin' 'round now for so long
Yeah, it seems like
Every day and everywhere I go
Yeah, I see ya (Oh)
Baby, I just gotta let you know (Let you know)
I made dough-oh-oh-oh
Yeah, yeah
Yeah-yeah
Yeah, I let you know it's like
Yeah, yeah
Yeah-yeah
Yeah, I've been fantasizin' 'bout it
Yeah, yeah
Yeah-yeah
Yeah, I let you know it's like
Yeah, yeah
Yeah-yeah
(E-e-X-C-X)
(I've been fantasizin' 'bout a Porsche)"
10,1972,"(X-C-X, Charli)
(I just wanna spend the night)
I just wanna drink you up
Love, I do
Love, I do
Ooh-ooh-ooh
I blame it on your love
Love
Every time you get too close I run, I run away
And every time you say the words, I don't know what to say
Back, back to the beginnin', really wish that I could change
I do, I do (I do)
Every time you get too close I run, I run away
And every time you say the words, I don't know what to say
Back, back to the beginnin', really wish that I could change
I do, I do, I do
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can't help it, I can't stop
I blame it on your love, I do
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can't help it, I can't stop
I blame it on your love, I do
You might also like
Low
SZA
Love Language
SZA
Used
SZA
Sorry, I'm a little scared
But no one ever really cared
I took you for granted
Just a big misunderstandin'
I just wanna spend the night
Fuckin' in your bed tonight
Watch a little TV
I love it when you need me
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can't help it, I can't stop
I blame it on your love, I do
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can't help it, I can't stop
I blame it on your love, I do
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can't help it, I can't stop
I blame it on your love, I do
Sorry, I blame it on your love, yeah
Sorry, I blame it on your love, yeah
I know to blame it on your love, yeah
Sorry, I blame it on your love, yeah, I do
Eh-eh-X-C-X, Charli
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can’t help it, I can’t stop
I blame it on your love, I do
I blame it on your love every time I fuck it up
I blame it on your love, I do
I blame it on your love, I can’t help it, I can’t stop
I blame it on your love, I do
I blame it on your love every time I fuck it up (Eh-eh-X-C-X, Charli)
I blame it on your love, I do (Eh-eh-X-C-eh-X-C-X)
I blame it on your love, I can't help it, I can’t stop
I blame it on your love, I do
Love, I do, love, I do
Love, I do, love, I do
It’s Charli
It’s Charli, baby"
